idx,dayimg,name,category,addr,phone,main,quantity,genre,qualperprice,dayornight,rmood,pmood,who,whenn,purpose
227,천라쿵푸마라탕.jpeg,천라쿵푸마라탕,식당,"부산광역시 금정구 금강로 274",051-583-4666,"소고기 마라탕",중간,중식,가성비,"낮에,밤에","친절한,중국감성","답답해,기분전환,지쳐,귀찮아,평온해,에너지넘쳐,신나,화가나",친구와함께,"추운날,비오는날",식사
228,내가찜한닭.jpeg,내가찜한닭,식당,"부산광역시 금정구 부산대학로 57",051-581-1238,안동찜닭,많음,한식,무난한,"낮에,밤에","깔끔한,쾌적한,시끌벅적한,활기찬","우울해,기분전환,행복해,즐거워,평온해,새로워,설레","친구와함께,애인과함께","날씨좋은날,추운날,비오는날","식사,데이트하기좋은"
229,토모리.jpeg,토모리,술집,"부산광역시 금정구 장전로 41",051-518-5557,"참치사시미, 나가사키 짬뽕탕",중간,일식,무난한,밤에,"조용한,일본감성,친절한","머리가복잡해,답답해,기분전환,행복해,즐거워,설레,평온해","친구와함께,애인과함께","추운날,비오는날","술마시기좋은,데이트하기좋은"
230,번아웃커피.jpeg,번아웃커피,카페,"부산광역시 금정구 부산대학로64번길 43",010-4004-1851,아메리카노,중간,간식,무난한,"낮에,밤에","조용한,분위기좋은,예쁜,따뜻한,쾌적한,고급스러운,테라스","행복해,평온해,무료해,설레,새로워,귀찮아,머리가복잡해,외로워","친구와함께,혼자서","날씨좋은날,비오는날","공부하기좋은,수다떨기좋은"
231,모름지기.jpeg,모름지기,"식당,술집","부산광역시 금정구 금정로91번길 2",051-518-2885,통삼겹한판,중간,한식,가성비,밤에,"친절한,시끌벅적한,포차감성,한국감성","우울해,답답해,화가나,기분전환,신나,에너지넘쳐,즐거워","친구와함께,애인과함께","비오는날,추운날","술마시기좋은,식사"
232,인마이플레이스.jpeg,인마이플레이스,술집,"부산광역시 금정구 금강로279번길 2 씨유편의점 3층",010-2572-0072,"눈꽃치즈트러플 육회, 스파이시커리크림파스타",중간,양식,퀄리티좋은,밤에,"한국감성,유럽감성,중국감성,힙한,감각적인,퓨전의,분위기좋은,트렌디한,인스타감성","만족스러워,답답해,우울해,기분전환,행복해,즐거워,설레,새로워,감성터질때,센치해","친구와함께,애인과함께","추운날,비오는날","술마시기좋은,식사,데이트하기좋은"
233,코코브라운.jpeg,코코브라운,식당,"부산광역시 금정구 금강로 250",051-582-0777,"직화목살 스테이크, 까르보나라, 고르곤졸라 피자",중간,양식,가성비,"낮에,밤에","분위기좋은,깔끔한,엔틱한,친절한","기분전환,행복해,즐거워,평온해,설레,새로워","애인과함께,가족과함께",날씨좋은날,식사
234,송주불냉면.jpeg,송주불냉면,식당,"부산광역시 금정구 금강로 267-3 1층",070-4152-0000,"불냉면, 수제왕돈까쓰",적음,한식,가성비,낮에,"소박한,친절한,정감있는","머리가복잡해,답답해,화가나,기분전환,지쳐,귀찮아,평온해,외로워","친구와함께,혼자서","날씨좋은날,비오는날,추운날",식사
235,진국명가.jpeg,진국명가,식당,"부산광역시 금정구 금강로 271",051-512-8880,"돼지국밥, 순대전골",많음,한식,무난한,"낮에,밤에","친절한,세련된,쾌적한,시끌벅적한,한국감성","평온해,무료해,지쳐,귀찮아,외로워","친구와함께,혼자서,가족과함께,단체","추운날,비오는날","식사,술마시기좋은,데이트하기좋은"
236,김해원조뒷고기.jpeg,김해원조뒷고기,"식당,술집","부산광역시 금정구 금강로 239",051-514-2732,"뒷고기, 통껍데기",중간,한식,가성비,밤에,"정감있는,로컬의,옛날의,포차감성,시끌벅적한","머리가복잡해,답답해,기분전환,신나,에너지넘쳐,즐거워","친구와함께,단체,애인과함께","추운날,비오는날","술마시기좋은,식사"
237,정성식당.jpeg,정성식당,식당,"부산광역시 금정구 금강로 249",051-581-3005,"김치찜, 김치전골, 매실두루치기",많음,한식,가성비,"낮에,밤에","정갈한,정감있는,심플한,한국감성,안락한,따뜻한","지쳐,귀찮아,기분전환,평온해,무료해","친구와함께,애인과함께","날씨좋은날,추운날,비오는날","식사,해장"
238,맥가이버손칼국수.jpeg,맥가이버손칼국수,식당,"부산광역시 금정구 부산대학로 34-2",051-514-3422,"칼국수, 충무김밥",중간,한식,가성비,낮에,"정감있는,오래된,숨은,로컬의,옛날의","평온해,무료해,귀찮아,지쳐,행복해,그리워,외로워","친구와함께,혼자서","비오는날, 추운날","식사,해장"
239,아웃닭.jpeg,아웃닭,"식당,술집","부산광역시 금정구 부산대학로50번길 28",051-512-4375,"후라이드, 순살간장치킨",많음,양식,가성비,"낮에,밤에","치맥감성,어두운,분위기좋은,시끌벅적한,친절한,패스트푸드","머리가복잡해,답답해,기분전환,행복해,즐거워,평온해,설레,새로워,센치해,에너지넘쳐,신나","친구와함께,애인과함께","날씨좋은날,비오는날,추운날","식사,술마시기좋은,데이트하기좋은"
240,박가부대.jpeg,박가부대,식당,"부산광역시 금정구 금강로 266",051-513-6030,"오리지널 부대찌개",중간,한식,무난한,"낮에,밤에","친절한,오래된,따뜻한,한국감성,정갈한","지쳐,평온해,무료해,새로워,행복해","친구와함께,가족과함께","비오는날,추운날","식사,해장"
241,미미엔.jpeg,미미엔,식당,"부산광역시 금정구 금강로 272",051-997-5123,"숯불 간장불고기 정식",중간,한식,가성비,"낮에,밤에","개방적인,집밥감성,정갈한,친절한,우드톤","기분전환,행복해,즐거워,평온해,새로워","애인과함께,가족과함께,친구와함께","날씨좋은날,추운날,비오는날","식사,데이트하기좋은"
242,잇쇼우안스테이크.jpeg,잇쇼우안스테이크,식당,"부산광역시 금정구 부산대학로50번길 40 잇쇼우안스테이크",051-515-0019,"부타 스테이크",중간,양식,가성비,"낮에,밤에","분위기좋은,소담한,인테리어예쁜,화이트톤","기분전환,행복해,즐거워,평온해,설레,새로워","애인과함께,친구와함께",날씨좋은날,"데이트하기좋은,식사"
243,한스델리.jpeg,한스델리,식당,"부산광역시 금정구 금정로68번길 21",051-515-2969,"리얼통치즈가스, 핫쉬림프파스타",중간,양식,가성비,"낮에,밤에","편한,오래된,쾌적한,그리운,옛날의,로컬의","기분전환,행복해,귀찮아,평온해,무료해,설레,그리워","애인과함께,친구와함께,가족과함께","날씨좋은날,추운날,비오는날","데이트하기좋은,식사"
244,와플대학.jpeg,와플대학,카페,"부산광역시 금정구 부산대학로 23",010-6585-3179,와플,중간,간식,가성비,"낮에,밤에","달달한,소담한,오래된,로컬의,가벼운","행복해,신나,우울해,즐거워,평온해,설레,새로워,지쳐,기분전환,외로워","애인과함께,친구와함께,혼자서",날씨좋은날,"포장하기좋은,디저트"
245,옹헤야.jpeg,옹헤야,식당,"부산광역시 금정구 금정로60번길 32",051-518-0117,불백,중간,한식,가성비,낮에,"깨끗한,친절한,소담한,정감있는,따뜻한,아늑한","지쳐,귀찮아,평온해,무료해,새로워,외로워","혼자서,친구와함께","추운날,비오는날",식사
246,마음한줄.jpeg,마음한줄,식당,"부산광역시 금정구 장전로 22-1",051-581-7080,"김밥, 떡볶이, 우동",중간,한식,퀄리티좋은,낮에,"친절한,깔끔한,건강한,가벼운,간단한","지쳐,귀찮아,평온해,무료해,설레,행복해,외로워","혼자서,친구와함께",날씨좋은날,"식사,포장하기좋은"
247,피자플래넷.jpeg,피자플래넷,식당,"부산광역시 금정구 금강로 314-1",051-518-8281,"페퍼로니 피자, 만수르피자",많음,양식,퀄리티좋은,"낮에,밤에","친절한,패스트푸드","우울해,기분전환,행복해,즐거워,평온해,새로워,신나,외로워","혼자서,친구와함께","날씨좋은날,추운날,비오는날",포장하기좋은
248,써브웨이부산대점.jpeg,써브웨이부산대점,식당,"부산광역시 금정구 부산대학로 48",051-513-3331,"이탈리안 비엠티, 스테이크&치즈 ",중간,양식,무난한,"낮에,밤에","깨끗한,건강한,활기찬,신선한","지쳐,귀찮아,기분전환,행복해,설레,평온해,무료해,외로워,즐거워","혼자서,친구와함께",날씨좋은날,"포장하기좋은,가벼운식사"
249,피자나라치킨공주.jpeg,피자나라치킨공주,식당,"부산광역시 금정구 금강로 292",051-583-0034,"순살화이트어니언 피치세트",많음,양식,가성비,"낮에,밤에","친절한,패스트푸드,치맥감성","답답해,우울해,기분전환,행복해,평온해,신나,즐거워",친구와함께,"날씨좋은날,추운날,비오는날","식사,포장하기좋은"
250,카페묘한다방.jpeg,카페묘한다방,"식당,술집","부산광역시 금정구 부산대학로 23",010-6585-3179,"큐브스테이크, 쏘닭쏘닭",중간,양식,퀄리티좋은,"낮에,밤에","분위기좋은,친절한,레트로감성,엔틱한,특색있는,빈티지한,치맥감성","머리가복잡해,기분전환,행복해,즐거워,설레,새로워,감성터질때,센치해,외로워","친구와함께,애인과함께,혼자서","날씨좋은날,추운날,비오는날","술마시기좋은,데이트하기좋은"
